Store,Days,Date, Weekly_Sales ,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,
22,"27, Apr, 12","Friday, 27 April 2012"," $922,540 ",0,51.42,4.023,141.9596595,7.671,
23,"27, Apr, 12","Friday, 27 April 2012"," $1,277,759 ",0,44.62,4.023,137.9781333,4.125,
24,"27, Apr, 12","Friday, 27 April 2012"," $1,194,335 ",0,49.26,4.163,137.9781333,8.983,
25,"27, Apr, 12","Friday, 27 April 2012"," $655,157 ",0,44.2,4.004,214.4223063,7.139,
26,"27, Apr, 12","Friday, 27 April 2012"," $911,969 ",0,43.6,4.023,137.9781333,7.489,
27,"27, Apr, 12","Friday, 27 April 2012"," $1,565,499 ",0,52.33,4.163,141.9596595,8.253,
28,"27, Apr, 12","Friday, 27 April 2012"," $1,170,456 ",0,77.99,4.193,131.1266667,11.627,
29,"27, Apr, 12","Friday, 27 April 2012"," $497,250 ",0,51.42,4.023,137.9781333,9.14,
30,"27, Apr, 12","Friday, 27 April 2012"," $433,745 ",0,69.21,3.814,221.255812,6.891,
31,"27, Apr, 12","Friday, 27 April 2012"," $1,311,352 ",0,69.21,3.814,221.255812,6.891,
32,"27, Apr, 12","Friday, 27 April 2012"," $1,126,962 ",0,61.76,3.927,197.664546,8.09,
33,"27, Apr, 12","Friday, 27 April 2012"," $249,799 ",0,83.07,4.088,131.1266667,7.396,
34,"27, Apr, 12","Friday, 27 April 2012"," $940,300 ",0,66.49,3.81,131.1266667,9.575,
35,"27, Apr, 12","Friday, 27 April 2012"," $721,212 ",0,52.33,4.004,141.9596595,8.876,
36,"27, Apr, 12","Friday, 27 April 2012"," $308,390 ",0,70.06,3.888,220.3014485,6.989,
37,"27, Apr, 12","Friday, 27 April 2012"," $528,807 ",0,70.06,3.814,220.3014485,6.989,
38,"27, Apr, 12","Friday, 27 April 2012"," $419,965 ",0,77.99,4.193,131.1266667,11.627,
39,"27, Apr, 12","Friday, 27 April 2012"," $1,456,997 ",0,69.11,3.814,220.3014485,6.989,
40,"27, Apr, 12","Friday, 27 April 2012"," $875,373 ",0,47.51,4.023,137.9781333,4.125,
41,"27, Apr, 12","Friday, 27 April 2012"," $1,248,951 ",0,57.66,3.927,197.664546,6.547,
42,"27, Apr, 12","Friday, 27 April 2012"," $526,625 ",0,80.11,4.088,131.1266667,7.382,
43,"27, Apr, 12","Friday, 27 April 2012"," $593,139 ",0,78.27,3.814,213.062819,9.575,
44,"27, Apr, 12","Friday, 27 April 2012"," $330,338 ",0,64.8,3.842,131.1266667,5.621,
45,"27, Apr, 12","Friday, 27 April 2012"," $711,572 ",0,53.2,4.004,190.8680064,8.567,
1,"20, Apr, 12","Friday, 20 April 2012"," $1,521,578 ",0,66.76,3.877,221.5640737,7.143,
2,"20, Apr, 12","Friday, 20 April 2012"," $1,847,344 ",0,65.69,3.877,221.2021074,6.891,
3,"20, Apr, 12","Friday, 20 April 2012"," $434,822 ",0,72.05,3.877,225.0689541,6.664,
4,"20, Apr, 12","Friday, 20 April 2012"," $2,144,337 ",0,68.6,3.864,131.1173333,4.308,
5,"20, Apr, 12","Friday, 20 April 2012"," $330,063 ",0,67.33,3.877,222.1512315,5.801,
6,"20, Apr, 12","Friday, 20 April 2012"," $1,456,073 ",0,68.64,3.877,223.17092,5.964,
7,"20, Apr, 12","Friday, 20 April 2012"," $457,340 ",0,39.3,3.936,197.7227385,8.09,
8,"20, Apr, 12","Friday, 20 April 2012"," $872,288 ",0,63.59,3.877,225.1179914,5.679,
9,"20, Apr, 12","Friday, 20 April 2012"," $542,819 ",0,68.04,3.877,225.3117488,5.539,
10,"20, Apr, 12","Friday, 20 April 2012"," $1,777,167 ",0,67.75,4.111,131.1173333,7.382,
11,"20, Apr, 12","Friday, 20 April 2012"," $1,315,357 ",0,71.97,3.877,225.0689541,6.664,
12,"20, Apr, 12","Friday, 20 April 2012"," $1,006,487 ",0,66.73,4.222,131.1173333,11.627,
13,"20, Apr, 12","Friday, 20 April 2012"," $1,955,689 ",0,50.24,3.845,131.1173333,5.965,
14,"20, Apr, 12","Friday, 20 April 2012"," $1,875,686 ",0,63.13,4.027,190.8138013,8.567,
15,"20, Apr, 12","Friday, 20 April 2012"," $534,781 ",0,54.47,4.17,137.9230667,8.15,
16,"20, Apr, 12","Friday, 20 April 2012"," $436,221 ",0,43.61,3.936,197.7227385,6.169,
17,"20, Apr, 12","Friday, 20 April 2012"," $1,119,980 ",0,47.69,3.845,131.1173333,6.235,
18,"20, Apr, 12","Friday, 20 April 2012"," $1,025,814 ",0,60.88,4.046,137.9230667,8.304,
19,"20, Apr, 12","Friday, 20 April 2012"," $1,255,087 ",0,55.2,4.17,137.9230667,8.15,
20,"20, Apr, 12","Friday, 20 April 2012"," $1,884,428 ",0,60.11,4.027,214.3675045,7.139,
21,"20, Apr, 12","Friday, 20 April 2012"," $734,859 ",0,66.97,3.877,221.2021074,6.891,
22,"20, Apr, 12","Friday, 20 April 2012"," $1,000,343 ",0,58.81,4.046,141.9015262,7.671,
23,"20, Apr, 12","Friday, 20 April 2012"," $1,287,899 ",0,56.55,4.046,137.9230667,4.125,
24,"20, Apr, 12","Friday, 20 April 2012"," $1,208,654 ",0,61.05,4.17,137.9230667,8.983,
25,"20, Apr, 12","Friday, 20 April 2012"," $661,566 ",0,57.1,4.027,214.3675045,7.139,
26,"20, Apr, 12","Friday, 20 April 2012"," $923,600 ",0,50.81,4.046,137.9230667,7.489,
27,"20, Apr, 12","Friday, 20 April 2012"," $1,639,999 ",0,62.62,4.17,141.9015262,8.253,
28,"20, Apr, 12","Friday, 20 April 2012"," $1,180,797 ",0,66.73,4.222,131.1173333,11.627,
29,"20, Apr, 12","Friday, 20 April 2012"," $525,201 ",0,58.81,4.046,137.9230667,9.14,
30,"20, Apr, 12","Friday, 20 April 2012"," $462,909 ",0,66.97,3.877,221.2021074,6.891,
31,"20, Apr, 12","Friday, 20 April 2012"," $1,407,037 ",0,66.97,3.877,221.2021074,6.891,
32,"20, Apr, 12","Friday, 20 April 2012"," $1,121,406 ",0,49.15,3.936,197.7227385,8.09,
33,"20, Apr, 12","Friday, 20 April 2012"," $261,837 ",0,72.94,4.111,131.1173333,7.396,
34,"20, Apr, 12","Friday, 20 April 2012"," $977,629 ",0,55.34,3.864,131.1173333,9.575,
35,"20, Apr, 12","Friday, 20 April 2012"," $794,660 ",0,62.62,4.027,141.9015262,8.876,
36,"20, Apr, 12","Friday, 20 April 2012"," $323,915 ",0,70.87,3.918,220.2483937,6.989,
37,"20, Apr, 12","Friday, 20 April 2012"," $523,483 ",0,70.87,3.877,220.2483937,6.989,
38,"20, Apr, 12","Friday, 20 April 2012"," $401,616 ",0,66.73,4.222,131.1173333,11.627,
39,"20, Apr, 12","Friday, 20 April 2012"," $1,433,391 ",0,70.04,3.877,220.2483937,6.989,
40,"20, Apr, 12","Friday, 20 April 2012"," $896,980 ",0,55.3,4.046,137.9230667,4.125,
41,"20, Apr, 12","Friday, 20 April 2012"," $1,220,815 ",0,43.57,3.936,197.7227385,6.547,
42,"20, Apr, 12","Friday, 20 April 2012"," $552,529 ",0,67.75,4.111,131.1173333,7.382,
43,"20, Apr, 12","Friday, 20 April 2012"," $638,145 ",0,67.28,3.877,213.0130524,9.575,
44,"20, Apr, 12","Friday, 20 April 2012"," $323,234 ",0,50.24,3.845,131.1173333,5.621,
45,"20, Apr, 12","Friday, 20 April 2012"," $776,662 ",0,63.13,4.027,190.8138013,8.567,
1,"13, Apr, 12","Friday, 13 April 2012"," $1,621,032 ",0,69.07,3.891,221.5102105,7.143,
2,"13, Apr, 12","Friday, 13 April 2012"," $1,935,869 ",0,68.08,3.891,221.1484028,6.891,
3,"13, Apr, 12","Friday, 13 April 2012"," $420,790 ",0,72.83,3.891,225.0135556,6.664,
4,"13, Apr, 12","Friday, 13 April 2012"," $2,105,301 ",0,68.69,3.881,131.108,4.308,
5,"13, Apr, 12","Friday, 13 April 2012"," $351,832 ",0,70.56,3.891,222.0971111,5.801,
6,"13, Apr, 12","Friday, 13 April 2012"," $1,616,394 ",0,71.29,3.891,223.1163529,5.964,
7,"13, Apr, 12","Friday, 13 April 2012"," $517,420 ",0,41.43,3.901,197.780931,8.09,
8,"13, Apr, 12","Friday, 13 April 2012"," $909,989 ",0,65.19,3.891,225.0625714,5.679,
9,"13, Apr, 12","Friday, 13 April 2012"," $578,540 ",0,69.19,3.891,225.2562439,5.539,
10,"13, Apr, 12","Friday, 13 April 2012"," $1,974,688 ",0,70.28,4.254,131.108,7.382,
11,"13, Apr, 12","Friday, 13 April 2012"," $1,472,752 ",0,72.74,3.891,225.0135556,6.664,
12,"13, Apr, 12","Friday, 13 April 2012"," $1,083,811 ",0,64.28,4.254,131.108,11.627,
13,"13, Apr, 12","Friday, 13 April 2012"," $2,057,638 ",0,51.7,3.833,131.108,5.965,
14,"13, Apr, 12","Friday, 13 April 2012"," $1,912,910 ",0,51.83,4.044,190.7595962,8.567,
15,"13, Apr, 12","Friday, 13 April 2012"," $558,585 ",0,43.52,4.187,137.868,8.15,
16,"13, Apr, 12","Friday, 13 April 2012"," $450,757 ",0,45.83,3.901,197.780931,6.169,
17,"13, Apr, 12","Friday, 13 April 2012"," $877,055 ",0,46.94,3.833,131.108,6.235,
18,"13, Apr, 12","Friday, 13 April 2012"," $998,444 ",0,47.75,4.025,137.868,8.304,
19,"13, Apr, 12","Friday, 13 April 2012"," $1,365,098 ",0,44.42,4.187,137.868,8.15,
20,"13, Apr, 12","Friday, 13 April 2012"," $2,045,396 ",0,45.68,4.044,214.3127027,7.139,
21,"13, Apr, 12","Friday, 13 April 2012"," $769,319 ",0,69.03,3.891,221.1484028,6.891,
22,"13, Apr, 12","Friday, 13 April 2012"," $939,118 ",0,49.89,4.025,141.8433929,7.671,
23,"13, Apr, 12","Friday, 13 April 2012"," $1,231,753 ",0,41.81,4.025,137.868,4.125,
24,"13, Apr, 12","Friday, 13 April 2012"," $1,285,784 ",0,48.65,4.187,137.868,8.983,
25,"13, Apr, 12","Friday, 13 April 2012"," $658,692 ",0,42.46,4.044,214.3127027,7.139,
26,"13, Apr, 12","Friday, 13 April 2012"," $889,670 ",0,36.9,4.025,137.868,7.489,
27,"13, Apr, 12","Friday, 13 April 2012"," $1,650,405 ",0,52.22,4.187,141.8433929,8.253,
28,"13, Apr, 12","Friday, 13 April 2012"," $1,290,685 ",0,64.28,4.254,131.108,11.627,
29,"13, Apr, 12","Friday, 13 April 2012"," $520,494 ",0,49.89,4.025,137.868,9.14,
30,"13, Apr, 12","Friday, 13 April 2012"," $428,785 ",0,69.03,3.891,221.1484028,6.891,
31,"13, Apr, 12","Friday, 13 April 2012"," $1,407,843 ",0,69.03,3.891,221.1484028,6.891,
32,"13, Apr, 12","Friday, 13 April 2012"," $1,171,834 ",0,52.1,3.901,197.780931,8.09,
33,"13, Apr, 12","Friday, 13 April 2012"," $312,699 ",0,73.17,4.254,131.108,7.396,
34,"13, Apr, 12","Friday, 13 April 2012"," $987,354 ",0,59.12,3.881,131.108,9.575,
35,"13, Apr, 12","Friday, 13 April 2012"," $788,633 ",0,52.22,4.044,141.8433929,8.876,
36,"13, Apr, 12","Friday, 13 April 2012"," $339,408 ",0,72.54,3.919,220.1953389,6.989,
37,"13, Apr, 12","Friday, 13 April 2012"," $506,973 ",0,72.54,3.891,220.1953389,6.989,
38,"13, Apr, 12","Friday, 13 April 2012"," $435,791 ",0,64.28,4.254,131.108,11.627,
39,"13, Apr, 12","Friday, 13 April 2012"," $1,580,733 ",0,71.59,3.891,220.1953389,6.989,
40,"13, Apr, 12","Friday, 13 April 2012"," $857,811 ",0,40.65,4.025,137.868,4.125,
41,"13, Apr, 12","Friday, 13 April 2012"," $1,323,005 ",0,46.84,3.901,197.780931,6.547,
42,"13, Apr, 12","Friday, 13 April 2012"," $639,123 ",0,70.28,4.254,131.108,7.382,
43,"13, Apr, 12","Friday, 13 April 2012"," $665,688 ",0,70.18,3.891,212.9632857,9.575,
44,"13, Apr, 12","Friday, 13 April 2012"," $311,390 ",0,51.7,3.833,131.108,5.621,
45,"13, Apr, 12","Friday, 13 April 2012"," $781,971 ",0,51.83,4.044,190.7595962,8.567,
1,"06, Apr, 12","Friday, 6 April 2012"," $1,899,677 ",0,70.43,3.891,221.4356112,7.143,
2,"06, Apr, 12","Friday, 6 April 2012"," $2,129,036 ",0,68.43,3.891,221.0737638,6.891,
3,"06, Apr, 12","Friday, 6 April 2012"," $503,232 ",0,73.01,3.891,224.9393405,6.664,
4,"06, Apr, 12","Friday, 6 April 2012"," $2,470,206 ",0,67.69,3.864,131.0375484,4.308,
5,"06, Apr, 12","Friday, 6 April 2012"," $402,986 ",0,70.4,3.891,222.0225762,5.801,
6,"06, Apr, 12","Friday, 6 April 2012"," $1,840,131 ",0,71.6,3.891,223.0419298,5.964,
7,"06, Apr, 12","Friday, 6 April 2012"," $621,426 ",0,44.29,3.854,197.5971285,8.09,
8,"06, Apr, 12","Friday, 6 April 2012"," $1,046,817 ",0,62.18,3.891,224.9883618,5.679,
9,"06, Apr, 12","Friday, 6 April 2012"," $677,886 ",0,68.83,3.891,225.1820555,5.539,
10,"06, Apr, 12","Friday, 6 April 2012"," $2,163,384 ",0,65.99,4.282,131.0375484,7.382,
11,"06, Apr, 12","Friday, 6 April 2012"," $1,596,325 ",0,74.19,3.891,224.9393405,6.664,
12,"06, Apr, 12","Friday, 6 April 2012"," $1,128,766 ",0,64.05,4.121,131.0375484,11.627,
13,"06, Apr, 12","Friday, 6 April 2012"," $2,271,615 ",0,48.85,3.793,131.0375484,5.965,
14,"06, Apr, 12","Friday, 6 April 2012"," $2,376,022 ",0,49.73,3.996,190.6851712,8.567,
15,"06, Apr, 12","Friday, 6 April 2012"," $659,950 ",0,40.01,4.143,137.7970968,8.15,
16,"06, Apr, 12","Friday, 6 April 2012"," $502,662 ",0,48.93,3.854,197.5971285,6.169,
17,"06, Apr, 12","Friday, 6 April 2012"," $986,923 ",0,43.92,3.793,131.0375484,6.235,
18,"06, Apr, 12","Friday, 6 April 2012"," $1,200,815 ",0,43.8,3.957,137.7970968,8.304,
19,"06, Apr, 12","Friday, 6 April 2012"," $1,631,738 ",0,40.23,4.143,137.7970968,8.15,
20,"06, Apr, 12","Friday, 6 April 2012"," $2,565,260 ",0,50.06,3.996,214.2387053,7.139,
21,"06, Apr, 12","Friday, 6 April 2012"," $761,957 ",0,69.02,3.891,221.0737638,6.891,
22,"06, Apr, 12","Friday, 6 April 2012"," $1,197,490 ",0,46.38,3.957,141.7712396,7.671,
23,"06, Apr, 12","Friday, 6 April 2012"," $1,604,606 ",0,37.43,3.957,137.7970968,4.125,
24,"06, Apr, 12","Friday, 6 April 2012"," $1,524,734 ",0,45.25,4.143,137.7970968,8.983,
25,"06, Apr, 12","Friday, 6 April 2012"," $791,357 ",0,44.73,3.996,214.2387053,7.139,
26,"06, Apr, 12","Friday, 6 April 2012"," $1,116,829 ",0,33.35,3.957,137.7970968,7.489,
27,"06, Apr, 12","Friday, 6 April 2012"," $1,899,013 ",0,48.73,4.143,141.7712396,8.253,
28,"06, Apr, 12","Friday, 6 April 2012"," $1,559,593 ",0,64.05,4.121,131.0375484,11.627,
29,"06, Apr, 12","Friday, 6 April 2012"," $633,827 ",0,46.38,3.957,137.7970968,9.14,
30,"06, Apr, 12","Friday, 6 April 2012"," $461,512 ",0,69.02,3.891,221.0737638,6.891,
31,"06, Apr, 12","Friday, 6 April 2012"," $1,496,170 ",0,69.02,3.891,221.0737638,6.891,
32,"06, Apr, 12","Friday, 6 April 2012"," $1,270,577 ",0,51.49,3.854,197.5971285,8.09,
33,"06, Apr, 12","Friday, 6 April 2012"," $275,912 ",0,70.75,4.282,131.0375484,7.396,
34,"06, Apr, 12","Friday, 6 April 2012"," $1,091,020 ",0,54.42,3.864,131.0375484,9.575,
35,"06, Apr, 12","Friday, 6 April 2012"," $860,293 ",0,48.73,3.996,141.7712396,8.876,
36,"06, Apr, 12","Friday, 6 April 2012"," $331,026 ",0,73.95,3.934,220.1204125,6.989,
37,"06, Apr, 12","Friday, 6 April 2012"," $564,849 ",0,73.95,3.891,220.1204125,6.989,
38,"06, Apr, 12","Friday, 6 April 2012"," $499,268 ",0,64.05,4.121,131.0375484,11.627,
39,"06, Apr, 12","Friday, 6 April 2012"," $1,764,848 ",0,73.49,3.891,220.1204125,6.989,
40,"06, Apr, 12","Friday, 6 April 2012"," $1,132,064 ",0,36.54,3.957,137.7970968,4.125,
41,"06, Apr, 12","Friday, 6 April 2012"," $1,460,234 ",0,48.48,3.854,197.5971285,6.547,
42,"06, Apr, 12","Friday, 6 April 2012"," $652,312 ",0,65.99,4.282,131.0375484,7.382,
43,"06, Apr, 12","Friday, 6 April 2012"," $658,468 ",0,64.7,3.891,212.8887535,9.575,
44,"06, Apr, 12","Friday, 6 April 2012"," $320,021 ",0,48.85,3.793,131.0375484,5.621,
45,"06, Apr, 12","Friday, 6 April 2012"," $899,479 ",0,49.73,3.996,190.6851712,8.567,
1,"30, Mar, 12","Friday, 30 March 2012"," $1,649,605 ",0,67.61,3.845,221.3610119,7.348,
2,"30, Mar, 12","Friday, 30 March 2012"," $1,857,481 ",0,66.83,3.845,220.9991248,7.057,
3,"30, Mar, 12","Friday, 30 March 2012"," $407,489 ",0,69.36,3.845,224.8651254,6.833,
4,"30, Mar, 12","Friday, 30 March 2012"," $2,089,382 ",0,72.63,3.82,130.9670968,4.607,
5,"30, Mar, 12","Friday, 30 March 2012"," $331,319 ",0,67.76,3.845,221.9480412,5.943,
6,"30, Mar, 12","Friday, 30 March 2012"," $1,508,933 ",0,67.91,3.845,222.9675066,6.132,
7,"30, Mar, 12","Friday, 30 March 2012"," $583,322 ",0,44.99,3.75,197.4133259,8.256,
8,"30, Mar, 12","Friday, 30 March 2012"," $905,935 ",0,66.69,3.845,224.9141521,5.825,
9,"30, Mar, 12","Friday, 30 March 2012"," $574,985 ",0,67.87,3.845,225.107867,5.667,
10,"30, Mar, 12","Friday, 30 March 2012"," $1,815,760 ",0,67.92,4.294,130.9670968,7.545,
11,"30, Mar, 12","Friday, 30 March 2012"," $1,300,104 ",0,70.23,3.845,224.8651254,6.833,
12,"30, Mar, 12","Friday, 30 March 2012"," $1,025,382 ",0,64.36,4.294,130.9670968,12.187,
13,"30, Mar, 12","Friday, 30 March 2012"," $1,948,983 ",0,53.2,3.734,130.9670968,6.104,
14,"30, Mar, 12","Friday, 30 March 2012"," $1,905,033 ",0,50.04,3.953,190.6107463,8.424,
15,"30, Mar, 12","Friday, 30 March 2012"," $557,547 ",0,42.65,4.098,137.7261935,7.943,
16,"30, Mar, 12","Friday, 30 March 2012"," $485,095 ",0,48.29,3.75,197.4133259,6.162,
17,"30, Mar, 12","Friday, 30 March 2012"," $872,469 ",0,45.29,3.734,130.9670968,6.403,
18,"30, Mar, 12","Friday, 30 March 2012"," $1,009,121 ",0,45.35,3.921,137.7261935,8.075,
19,"30, Mar, 12","Friday, 30 March 2012"," $1,327,139 ",0,43.47,4.098,137.7261935,7.943,
20,"30, Mar, 12","Friday, 30 March 2012"," $2,074,722 ",0,51.52,3.953,214.1647079,6.961,
21,"30, Mar, 12","Friday, 30 March 2012"," $724,799 ",0,67.87,3.845,220.9991248,7.057,
22,"30, Mar, 12","Friday, 30 March 2012"," $965,770 ",0,46.4,3.921,141.6990864,7.503,
23,"30, Mar, 12","Friday, 30 March 2012"," $1,261,965 ",0,36.71,3.921,137.7261935,4.261,
24,"30, Mar, 12","Friday, 30 March 2012"," $1,230,106 ",0,47.28,4.098,137.7261935,8.659,
25,"30, Mar, 12","Friday, 30 March 2012"," $684,349 ",0,47.92,3.953,214.1647079,6.961,
26,"30, Mar, 12","Friday, 30 March 2012"," $922,018 ",0,33.33,3.921,137.7261935,7.467,
27,"30, Mar, 12","Friday, 30 March 2012"," $1,615,494 ",0,49.4,4.098,141.6990864,8.009,
28,"30, Mar, 12","Friday, 30 March 2012"," $1,209,524 ",0,64.36,4.294,130.9670968,12.187,
29,"30, Mar, 12","Friday, 30 March 2012"," $504,566 ",0,46.4,3.921,137.7261935,8.988,
30,"30, Mar, 12","Friday, 30 March 2012"," $449,604 ",0,67.87,3.845,220.9991248,7.057,
31,"30, Mar, 12","Friday, 30 March 2012"," $1,318,854 ",0,67.87,3.845,220.9991248,7.057,
32,"30, Mar, 12","Friday, 30 March 2012"," $1,108,687 ",0,56.09,3.75,197.4133259,8.256,
33,"30, Mar, 12","Friday, 30 March 2012"," $251,328 ",0,71.34,4.294,130.9670968,7.603,
34,"30, Mar, 12","Friday, 30 March 2012"," $938,862 ",0,59.29,3.82,130.9670968,9.653,
35,"30, Mar, 12","Friday, 30 March 2012"," $744,526 ",0,49.4,3.953,141.6990864,8.744,
36,"30, Mar, 12","Friday, 30 March 2012"," $304,145 ",0,70.48,3.891,220.0454862,7.244,
37,"30, Mar, 12","Friday, 30 March 2012"," $533,735 ",0,70.48,3.845,220.0454862,7.244,
38,"30, Mar, 12","Friday, 30 March 2012"," $408,679 ",0,64.36,4.294,130.9670968,12.187,
39,"30, Mar, 12","Friday, 30 March 2012"," $1,499,727 ",0,69.11,3.845,220.0454862,7.244,
40,"30, Mar, 12","Friday, 30 March 2012"," $871,946 ",0,36.25,3.921,137.7261935,4.261,
41,"30, Mar, 12","Friday, 30 March 2012"," $1,239,423 ",0,51.56,3.75,197.4133259,6.589,
42,"30, Mar, 12","Friday, 30 March 2012"," $544,408 ",0,67.92,4.294,130.9670968,7.545,
43,"30, Mar, 12","Friday, 30 March 2012"," $623,258 ",0,69.88,3.845,212.8142212,9.653,
44,"30, Mar, 12","Friday, 30 March 2012"," $310,027 ",0,53.2,3.734,130.9670968,5.774,
45,"30, Mar, 12","Friday, 30 March 2012"," $777,254 ",0,50.04,3.953,190.6107463,8.424,
1,"23, Mar, 12","Friday, 23 March 2012"," $1,511,068 ",0,65.93,3.787,221.2864126,7.348,
2,"23, Mar, 12","Friday, 23 March 2012"," $1,790,439 ",0,64.01,3.787,220.9244858,7.057,
3,"23, Mar, 12","Friday, 23 March 2012"," $413,907 ",0,66.53,3.787,224.7909104,6.833,
4,"23, Mar, 12","Friday, 23 March 2012"," $2,091,593 ",0,59.07,3.759,130.8966452,4.607,
5,"23, Mar, 12","Friday, 23 March 2012"," $321,300 ",0,64.44,3.787,221.8735063,5.943,
6,"23, Mar, 12","Friday, 23 March 2012"," $1,495,144 ",0,63.71,3.787,222.8930835,6.132,
7,"23, Mar, 12","Friday, 23 March 2012"," $615,997 ",0,35.06,3.664,197.2295234,8.256,
8,"23, Mar, 12","Friday, 23 March 2012"," $874,223 ",0,52.9,3.787,224.8399424,5.825,
9,"23, Mar, 12","Friday, 23 March 2012"," $550,791 ",0,58.79,3.787,225.0336786,5.667,
10,"23, Mar, 12","Friday, 23 March 2012"," $1,837,458 ",0,56.54,4.288,130.8966452,7.545,
11,"23, Mar, 12","Friday, 23 March 2012"," $1,300,594 ",0,67.16,3.787,224.7909104,6.833,
12,"23, Mar, 12","Friday, 23 March 2012"," $1,045,420 ",0,56.26,4.038,130.8966452,12.187,
13,"23, Mar, 12","Friday, 23 March 2012"," $1,904,422 ",0,47.83,3.671,130.8966452,6.104,
14,"23, Mar, 12","Friday, 23 March 2012"," $1,893,448 ",0,59.45,3.9,190.5363213,8.424,
15,"23, Mar, 12","Friday, 23 March 2012"," $565,482 ",0,58.92,4.054,137.6552903,7.943,
16,"23, Mar, 12","Friday, 23 March 2012"," $493,504 ",0,38.7,3.664,197.2295234,6.162,
17,"23, Mar, 12","Friday, 23 March 2012"," $851,762 ",0,40.69,3.671,130.8966452,6.403,
18,"23, Mar, 12","Friday, 23 March 2012"," $1,031,139 ",0,58.06,3.889,137.6552903,8.075,
19,"23, Mar, 12","Friday, 23 March 2012"," $1,342,255 ",0,56.72,4.054,137.6552903,7.943,
20,"23, Mar, 12","Friday, 23 March 2012"," $1,992,437 ",0,66.11,3.9,214.0907105,6.961,
21,"23, Mar, 12","Friday, 23 March 2012"," $729,760 ",0,62.96,3.787,220.9244858,7.057,
22,"23, Mar, 12","Friday, 23 March 2012"," $992,774 ",0,54.68,3.889,141.6269332,7.503,
23,"23, Mar, 12","Friday, 23 March 2012"," $1,288,154 ",0,57.82,3.889,137.6552903,4.261,
24,"23, Mar, 12","Friday, 23 March 2012"," $1,221,724 ",0,59.51,4.054,137.6552903,8.659,
25,"23, Mar, 12","Friday, 23 March 2012"," $672,832 ",0,62.7,3.9,214.0907105,6.961,
26,"23, Mar, 12","Friday, 23 March 2012"," $874,791 ",0,49.97,3.889,137.6552903,7.467,
27,"23, Mar, 12","Friday, 23 March 2012"," $1,620,839 ",0,57.3,4.054,141.6269332,8.009,
28,"23, Mar, 12","Friday, 23 March 2012"," $1,216,059 ",0,56.26,4.038,130.8966452,12.187,
29,"23, Mar, 12","Friday, 23 March 2012"," $517,408 ",0,54.68,3.889,137.6552903,8.988,
30,"23, Mar, 12","Friday, 23 March 2012"," $430,223 ",0,62.96,3.787,220.9244858,7.057,
31,"23, Mar, 12","Friday, 23 March 2012"," $1,365,825 ",0,62.96,3.787,220.9244858,7.057,
32,"23, Mar, 12","Friday, 23 March 2012"," $1,146,632 ",0,47.64,3.664,197.2295234,8.256,
33,"23, Mar, 12","Friday, 23 March 2012"," $246,971 ",0,60.82,4.288,130.8966452,7.603,
34,"23, Mar, 12","Friday, 23 March 2012"," $945,143 ",0,47.93,3.759,130.8966452,9.653,
35,"23, Mar, 12","Friday, 23 March 2012"," $760,671 ",0,57.3,3.9,141.6269332,8.744,
36,"23, Mar, 12","Friday, 23 March 2012"," $317,873 ",0,69.18,3.845,219.9705599,7.244,
37,"23, Mar, 12","Friday, 23 March 2012"," $520,887 ",0,69.18,3.787,219.9705599,7.244,
38,"23, Mar, 12","Friday, 23 March 2012"," $412,456 ",0,56.26,4.038,130.8966452,12.187,
39,"23, Mar, 12","Friday, 23 March 2012"," $1,469,593 ",0,67.91,3.787,219.9705599,7.244,
40,"23, Mar, 12","Friday, 23 March 2012"," $844,491 ",0,52.27,3.889,137.6552903,4.261,
41,"23, Mar, 12","Friday, 23 March 2012"," $1,215,354 ",0,44.04,3.664,197.2295234,6.589,
42,"23, Mar, 12","Friday, 23 March 2012"," $561,226 ",0,56.54,4.288,130.8966452,7.545,
43,"23, Mar, 12","Friday, 23 March 2012"," $610,941 ",0,56.28,3.787,212.7396889,9.653,
44,"23, Mar, 12","Friday, 23 March 2012"," $296,947 ",0,47.83,3.671,130.8966452,5.774,
45,"23, Mar, 12","Friday, 23 March 2012"," $791,835 ",0,59.45,3.9,190.5363213,8.424,
1,"16, Mar, 12","Friday, 16 March 2012"," $1,677,473 ",0,64.74,3.734,221.2118132,7.348,
2,"16, Mar, 12","Friday, 16 March 2012"," $1,976,082 ",0,63.68,3.734,220.8498468,7.057,
3,"16, Mar, 12","Friday, 16 March 2012"," $411,776 ",0,64,3.734,224.7166953,6.833,
4,"16, Mar, 12","Friday, 16 March 2012"," $2,214,967 ",0,59.81,3.707,130.8261935,4.607,
5,"16, Mar, 12","Friday, 16 March 2012"," $339,393 ",0,63.55,3.734,221.7989713,5.943,
6,"16, Mar, 12","Friday, 16 March 2012"," $1,748,010 ",0,62.8,3.734,222.8186603,6.132,
7,"16, Mar, 12","Friday, 16 March 2012"," $669,206 ",0,37.29,3.486,197.0457208,8.256,
8,"16, Mar, 12","Friday, 16 March 2012"," $921,178 ",0,56.63,3.734,224.7657327,5.825,
9,"16, Mar, 12","Friday, 16 March 2012"," $550,374 ",0,59.94,3.734,224.9594902,5.667,
10,"16, Mar, 12","Friday, 16 March 2012"," $1,930,815 ",0,62.11,4.273,130.8261935,7.545,
